	(0, 0, 0, 0)	(0, 0, 0, 1)	(0, 0, 1, 0)	(0, 0, 1, 1)	(0, 1, 0, 0)	(0, 1, 0, 1)	(0, 1, 1, 0)	(0, 1, 1, 1)	(1, 0, 0, 0)	(1, 0, 0, 1)	(1, 0, 1, 0)	(1, 0, 1, 1)	(1, 1, 0, 0)	(1, 1, 0, 1)	(1, 1, 1, 0)	(1, 1, 1, 1)	edge_sign
(805, 3352)	5	3	5	1	0	2	2	0	1	0	5	1	0	0	0	0	-1
(3352, 805)	5	0	1	0	3	2	0	0	5	2	5	0	1	0	1	0	0
(810, 1297)	3	0	2	0	4	1	2	2	0	0	4	2	0	1	3	2	1
(1297, 810)	3	4	0	0	0	1	0	1	2	2	4	3	0	2	2	2	0
(813, 825)	18	0	14	0	1	0	4	0	0	0	2	0	0	0	0	0	0
(825, 813)	18	1	0	0	0	0	0	0	14	4	2	0	0	0	0	0	0
(813, 826)	46	2	3	0	2	0	0	0	4	0	4	0	0	0	0	0	0
(826, 813)	46	2	4	0	2	0	0	0	3	0	4	0	0	0	0	0	0
(813, 856)	7	5	8	2	1	0	1	0	0	0	1	1	0	0	0	0	0
(856, 813)	7	1	0	0	5	0	0	0	8	1	1	0	2	0	1	0	0
(813, 904)	9	6	1	5	0	1	0	0	0	1	3	2	0	0	0	0	0
(904, 813)	9	0	0	0	6	1	1	0	1	0	3	0	5	0	2	0	0
(813, 922)	23	1	1	2	3	0	0	0	4	0	2	0	0	1	0	0	0
(922, 813)	23	3	4	0	1	0	0	1	1	0	2	0	2	0	0	0	0
(813, 946)	19	5	5	0	1	1	1	0	3	0	4	0	0	0	0	0	1
(946, 813)	19	1	3	0	5	1	0	0	5	1	4	0	0	0	0	0	0
(813, 959)	3	0	12	1	0	0	1	0	0	0	7	1	0	0	0	0	0
(959, 813)	3	0	0	0	0	0	0	0	12	1	7	0	1	0	1	0	0
(813, 974)	4	2	12	2	1	0	2	0	0	0	2	0	0	0	0	0	1
(974, 813)	4	1	0	0	2	0	0	0	12	2	2	0	2	0	0	0	0
(813, 978)	10	1	4	9	0	0	0	0	1	0	4	3	0	1	0	1	0
(978, 813)	10	0	1	0	1	0	0	1	4	0	4	0	9	0	3	1	0
(813, 988)	45	4	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0
(988, 813)	45	6	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
(813, 993)	44	0	20	0	2	0	2	0	2	0	7	0	0	0	0	0	0
(993, 813)	44	2	2	0	0	0	0	0	20	2	7	0	0	0	0	0	1
(813, 996)	44	2	0	0	2	3	0	0	3	0	0	0	0	0	0	0	0
(996, 813)	44	2	3	0	2	3	0	0	0	0	0	0	0	0	0	0	1
(813, 1055)	16	11	2	0	1	6	0	0	4	0	5	0	0	0	0	1	1
(1055, 813)	16	1	4	0	11	6	0	0	2	0	5	0	0	0	0	1	0
(813, 1062)	40	0	2	0	1	0	0	0	4	0	2	0	0	0	0	1	0
(1062, 813)	40	1	4	0	0	0	0	0	2	0	2	0	0	0	0	1	0
(813, 1098)	42	4	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
(1098, 813)	42	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
(813, 1133)	39	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
(1133, 813)	39	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
(813, 1135)	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
(1135, 813)	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(813, 1137)	32	1	3	0	1	3	1	0	1	0	3	0	0	0	0	0	1
(1137, 813)	32	1	1	0	1	3	0	0	3	1	3	0	0	0	0	0	1
(813, 1151)	70	2	11	3	3	3	1	0	4	0	3	0	0	0	0	0	0
(1151, 813)	70	3	4	0	2	3	0	0	11	1	3	0	3	0	0	0	0
(813, 1166)	37	24	21	0	4	6	0	0	2	0	8	0	0	0	0	0	0
(1166, 813)	37	4	2	0	24	6	0	0	21	0	8	0	0	0	0	0	0
(813, 1167)	14	11	5	0	1	1	0	0	2	0	8	0	0	0	0	0	1
(1167, 813)	14	1	2	0	11	1	0	0	5	0	8	0	0	0	0	0	0
(813, 1201)	5	0	13	0	0	0	0	0	0	0	8	0	0	0	0	1	0
(1201, 813)	5	0	0	0	0	0	0	0	13	0	8	0	0	0	0	1	0
(813, 1210)	42	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0
(1210, 813)	42	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(813, 1211)	14	1	16	10	1	0	1	0	1	0	3	5	0	0	0	1	0
(1211, 813)	14	1	1	0	1	0	0	0	16	1	3	0	10	0	5	1	0
(813, 1236)	22	1	4	0	0	1	0	0	3	0	5	0	0	0	0	0	0
(1236, 813)	22	0	3	0	1	1	0	0	4	0	5	0	0	0	0	0	0
(813, 1247)	13	1	6	0	1	0	1	0	2	0	1	0	0	0	0	0	0
(1247, 813)	13	1	2	0	1	0	0	0	6	1	1	0	0	0	0	0	0
(813, 1267)	18	0	10	2	0	0	2	0	3	0	1	1	0	0	0	0	1
(1267, 813)	18	0	3	0	0	0	0	0	10	2	1	0	2	0	1	0	0
(813, 1279)	17	1	9	0	2	0	1	0	2	0	3	0	0	0	0	1	1
(1279, 813)	17	2	2	0	1	0	0	0	9	1	3	0	0	0	0	1	1
(813, 1297)	10	4	31	12	1	1	2	2	0	0	9	3	0	1	0	1	1
(1297, 813)	10	1	0	0	4	1	0	1	31	2	9	0	12	2	3	1	0
(813, 1305)	50	4	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0
(1305, 813)	50	0	0	0	4	7	0	0	4	0	0	0	0	0	0	0	1
(813, 1319)	33	0	6	0	1	0	1	0	1	0	8	0	0	0	0	1	1
(1319, 813)	33	1	1	0	0	0	0	0	6	1	8	0	0	0	0	1	0
(813, 1352)	21	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
(1352, 813)	21	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
(813, 1357)	28	2	23	0	0	1	0	0	1	0	4	0	0	0	0	0	1
(1357, 813)	28	0	1	0	2	1	0	0	23	0	4	0	0	0	0	0	1
(813, 1374)	26	8	4	3	3	4	1	0	0	0	2	0	0	0	0	0	1
(1374, 813)	26	3	0	0	8	4	0	0	4	1	2	0	3	0	0	0	0
(813, 1395)	41	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
(1395, 813)	41	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(813, 1428)	31	3	7	2	1	1	0	0	4	0	6	1	0	0	0	1	0
(1428, 813)	31	1	4	0	3	1	0	0	7	0	6	0	2	0	1	1	0
(813, 1453)	0	0	12	6	0	0	1	2	0	0	4	0	0	0	0	1	0
(1453, 813)	0	0	0	0	0	0	0	0	12	1	4	0	6	2	0	1	0
(813, 1470)	17	5	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0
(1470, 813)	17	1	1	0	5	4	0	0	0	0	0	0	0	0	0	0	0
(813, 1473)	14	3	4	0	0	0	1	0	2	0	2	0	0	0	0	0	0
(1473, 813)	14	0	2	0	3	0	0	0	4	1	2	0	0	0	0	0	0
(813, 1487)	19	0	5	0	1	0	1	0	1	0	2	0	0	0	0	1	0
(1487, 813)	19	1	1	0	0	0	0	0	5	1	2	0	0	0	0	1	0
(813, 1492)	35	0	13	0	1	0	2	0	1	0	1	0	0	0	0	0	1
(1492, 813)	35	1	1	0	0	0	0	0	13	2	1	0	0	0	0	0	0
(813, 1496)	43	3	10	0	0	1	0	0	4	0	8	0	0	0	0	1	1
(1496, 813)	43	0	4	0	3	1	0	0	10	0	8	0	0	0	0	1	0
(813, 1521)	23	0	11	2	1	0	0	0	1	0	1	0	0	0	0	0	1
(1521, 813)	23	1	1	0	0	0	0	0	11	0	1	0	2	0	0	0	0
(813, 1522)	14	9	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
(1522, 813)	14	0	1	0	9	3	0	0	0	0	0	0	0	0	0	0	0
(813, 1538)	15	0	6	0	0	1	0	0	1	0	6	0	0	0	1	0	0
(1538, 813)	15	0	1	0	0	1	0	0	6	0	6	1	0	0	0	0	0
(813, 1542)	25	0	5	0	2	1	0	0	3	0	4	0	0	0	0	0	1
(1542, 813)	25	2	3	0	0	1	0	0	5	0	4	0	0	0	0	0	0
(813, 1549)	87	6	14	11	5	2	1	1	5	0	3	1	0	0	0	0	-1
(1549, 813)	87	5	5	0	6	2	0	0	14	1	3	0	11	1	1	0	0
(813, 1566)	17	1	10	0	0	0	0	0	0	0	3	0	0	0	0	0	1
(1566, 813)	17	0	0	0	1	0	0	0	10	0	3	0	0	0	0	0	0
(813, 1571)	10	0	9	0	0	0	1	0	2	0	3	0	0	0	0	0	1
(1571, 813)	10	0	2	0	0	0	0	0	9	1	3	0	0	0	0	0	0
(813, 1583)	17	3	2	0	4	0	1	0	1	0	1	0	0	0	0	0	0
(1583, 813)	17	4	1	0	3	0	0	0	2	1	1	0	0	0	0	0	0
(813, 1585)	19	6	18	0	0	2	0	0	1	0	5	0	0	0	0	0	1
(1585, 813)	19	0	1	0	6	2	0	0	18	0	5	0	0	0	0	0	0
(813, 1594)	19	1	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0
(1594, 813)	19	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
(813, 1608)	70	1	6	1	4	3	1	0	3	1	5	1	0	0	0	0	1
(1608, 813)	70	4	3	0	1	3	1	0	6	1	5	0	1	0	1	0	0
(813, 1615)	26	2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
(1615, 813)	26	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(813, 1621)	18	0	7	0	0	0	0	0	1	0	4	0	0	0	0	0	0
(1621, 813)	18	0	1	0	0	0	0	0	7	0	4	0	0	0	0	0	0
(813, 1622)	8	3	13	0	0	1	0	0	1	0	2	0	0	0	0	0	0
(1622, 813)	8	0	1	0	3	1	0	0	13	0	2	0	0	0	0	0	0
(813, 1633)	0	0	22	5	0	0	2	0	0	0	7	1	0	0	0	0	0
(1633, 813)	0	0	0	0	0	0	0	0	22	2	7	0	5	0	1	0	0
(813, 1700)	10	7	12	1	1	1	0	0	0	0	2	0	0	0	0	0	0
(1700, 813)	10	1	0	0	7	1	0	0	12	0	2	0	1	0	0	0	0
(813, 1701)	15	0	5	0	2	1	1	0	0	0	3	0	0	0	0	0	0
(1701, 813)	15	2	0	0	0	1	0	0	5	1	3	0	0	0	0	0	0
(813, 1717)	13	0	4	1	2	0	1	0	2	0	3	3	0	0	0	0	1
(1717, 813)	13	2	2	0	0	0	0	0	4	1	3	0	1	0	3	0	0
(813, 1734)	13	0	14	0	0	0	1	0	1	0	5	0	0	0	0	0	1
(1734, 813)	13	0	1	0	0	0	0	0	14	1	5	0	0	0	0	0	0
(813, 1772)	16	4	7	0	1	0	0	0	3	0	3	0	0	0	0	0	0
(1772, 813)	16	1	3	0	4	0	0	0	7	0	3	0	0	0	0	0	0
(813, 1808)	26	3	16	0	2	0	1	0	2	0	6	0	0	0	0	0	1
(1808, 813)	26	2	2	0	3	0	0	0	16	1	6	0	0	0	0	0	0
(813, 1814)	9	1	13	0	2	0	0	0	1	0	3	0	0	0	0	0	0
(1814, 813)	9	2	1	0	1	0	0	0	13	0	3	0	0	0	0	0	0
(813, 1847)	5	0	14	0	0	1	1	0	1	0	5	0	0	0	0	0	0
(1847, 813)	5	0	1	0	0	1	0	0	14	1	5	0	0	0	0	0	0
(813, 1918)	3	1	9	7	0	0	1	1	1	0	1	2	0	0	0	0	0
(1918, 813)	3	0	1	0	1	0	0	0	9	1	1	0	7	1	2	0	0
(813, 1919)	24	1	15	1	1	0	1	0	0	0	3	0	0	0	0	0	1
(1919, 813)	24	1	0	0	1	0	0	0	15	1	3	0	1	0	0	0	0
(813, 1922)	26	6	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0
(1922, 813)	26	1	1	0	6	3	0	0	0	0	0	0	0	0	0	0	0
(813, 1956)	0	0	14	6	0	0	1	0	0	0	4	1	0	0	0	0	0
(1956, 813)	0	0	0	0	0	0	0	0	14	1	4	0	6	0	1	0	0
(813, 1972)	37	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0
(1972, 813)	37	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(813, 1991)	19	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	1
(1991, 813)	19	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0
(813, 1997)	24	0	7	0	0	0	1	0	1	0	1	0	0	0	0	0	0
(1997, 813)	24	0	1	0	0	0	0	0	7	1	1	0	0	0	0	0	0
(813, 2062)	22	1	2	2	1	0	0	0	1	0	3	1	0	0	0	0	0
(2062, 813)	22	1	1	0	1	0	0	0	2	0	3	0	2	0	1	0	0
(813, 2066)	0	0	29	7	0	0	3	1	0	0	5	1	0	0	0	0	0
(2066, 813)	0	0	0	0	0	0	0	0	29	3	5	0	7	1	1	0	0
(813, 2072)	29	1	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0
(2072, 813)	29	0	1	0	1	0	0	0	0	1	0	0	5	0	0	0	0
(813, 2102)	6	2	12	1	1	1	1	0	0	0	4	1	0	0	0	0	0
(2102, 813)	6	1	0	0	2	1	0	0	12	1	4	0	1	0	1	0	0
(813, 2133)	38	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(2133, 813)	38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(813, 2135)	18	2	5	0	1	0	1	0	1	0	2	0	0	0	0	0	0
(2135, 813)	18	1	1	0	2	0	0	0	5	1	2	0	0	0	0	0	0
(813, 2145)	14	1	17	0	1	1	1	0	0	0	2	0	0	0	0	0	0
(2145, 813)	14	1	0	0	1	1	0	0	17	1	2	0	0	0	0	0	0
(813, 2210)	4	0	8	8	0	0	3	0	0	0	2	1	0	0	0	0	1
(2210, 813)	4	0	0	0	0	0	0	0	8	3	2	0	8	0	1	0	0
(813, 2229)	0	31	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0
(2229, 813)	0	0	0	0	31	5	1	0	0	0	0	0	0	0	0	0	0
(813, 2237)	53	0	10	2	4	0	2	0	2	0	1	1	0	0	0	0	0
(2237, 813)	53	4	2	0	0	0	0	0	10	2	1	0	2	0	1	0	0
(813, 2240)	13	0	4	5	1	0	1	0	1	0	1	0	0	0	0	0	0
(2240, 813)	13	1	1	0	0	0	0	0	4	1	1	0	5	0	0	0	0
(813, 2251)	5	0	17	0	0	0	2	0	0	0	4	0	0	0	0	0	1
(2251, 813)	5	0	0	0	0	0	0	0	17	2	4	0	0	0	0	0	0
(813, 2256)	24	5	15	5	1	5	2	0	0	0	1	1	0	0	0	0	0
(2256, 813)	24	1	0	0	5	5	0	0	15	2	1	0	5	0	1	0	0
(813, 2290)	19	1	6	2	4	4	0	1	0	0	1	0	0	0	0	0	1
(2290, 813)	19	4	0	0	1	4	0	0	6	0	1	0	2	1	0	0	0
(813, 2297)	31	4	16	1	1	1	1	0	1	0	1	0	0	0	0	0	1
(2297, 813)	31	1	1	0	4	1	0	0	16	1	1	0	1	0	0	0	0
(813, 2323)	11	8	16	5	1	4	1	0	0	0	4	0	0	0	0	0	0
(2323, 813)	11	1	0	0	8	4	0	0	16	1	4	0	5	0	0	0	0
(813, 2326)	47	0	2	2	9	0	1	0	0	0	0	1	0	0	0	0	0
(2326, 813)	47	9	0	0	0	0	0	0	2	1	0	0	2	0	1	0	0
(813, 2328)	50	1	30	1	5	1	1	0	0	0	5	0	0	0	0	0	0
(2328, 813)	50	5	0	0	1	1	0	0	30	1	5	0	1	0	0	0	0
(813, 2371)	24	1	19	0	2	3	2	0	1	0	6	0	0	0	0	0	1
(2371, 813)	24	2	1	0	1	3	0	0	19	2	6	0	0	0	0	0	0
(813, 2375)	8	5	8	0	2	0	1	0	0	0	2	0	0	0	0	0	1
(2375, 813)	8	2	0	0	5	0	0	0	8	1	2	0	0	0	0	0	0
(813, 2398)	15	1	17	14	0	0	3	0	0	0	0	3	0	0	0	0	0
(2398, 813)	15	0	0	0	1	0	0	0	17	3	0	0	14	0	3	0	0
(813, 2411)	25	1	11	9	2	3	1	1	0	0	0	2	0	0	0	0	-1
(2411, 813)	25	2	0	0	1	3	0	0	11	1	0	0	9	1	2	0	0
(813, 2474)	24	6	14	0	2	1	1	0	1	0	0	0	0	0	0	0	0
(2474, 813)	24	2	1	0	6	1	0	0	14	1	0	0	0	0	0	0	0
(813, 2485)	43	0	24	0	3	3	0	0	1	0	4	0	0	0	0	0	1
(2485, 813)	43	3	1	0	0	3	0	0	24	0	4	0	0	0	0	0	0
(813, 2504)	11	0	11	0	1	1	0	0	0	0	3	0	0	0	0	0	0
(2504, 813)	11	1	0	0	0	1	0	0	11	0	3	0	0	0	0	0	0
(813, 2510)	21	0	14	0	2	0	3	0	0	0	3	0	0	0	0	0	1
(2510, 813)	21	2	0	0	0	0	0	0	14	3	3	0	0	0	0	0	0
(813, 2535)	1	4	13	7	1	1	2	1	0	0	2	2	0	0	0	0	0
(2535, 813)	1	1	0	0	4	1	0	0	13	2	2	0	7	1	2	0	0
(813, 2542)	8	4	10	0	2	0	1	0	0	0	4	0	0	0	0	0	1
(2542, 813)	8	2	0	0	4	0	0	0	10	1	4	0	0	0	0	0	0
(813, 2547)	8	5	6	0	3	4	1	0	0	0	1	0	0	0	0	0	0
(2547, 813)	8	3	0	0	5	4	0	0	6	1	1	0	0	0	0	0	0
(813, 2560)	16	12	15	1	0	8	0	0	0	0	2	0	0	0	0	0	1
(2560, 813)	16	0	0	0	12	8	0	0	15	0	2	0	1	0	0	0	0
(813, 2565)	67	3	11	10	10	1	1	1	2	0	0	3	0	0	0	0	1
(2565, 813)	67	10	2	0	3	1	0	0	11	1	0	0	10	1	3	0	0
(813, 2576)	13	0	9	8	2	2	3	0	1	0	2	3	0	0	0	0	0
(2576, 813)	13	2	1	0	0	2	0	0	9	3	2	0	8	0	3	0	0
(813, 2585)	3	6	13	1	1	1	2	0	0	0	0	0	0	0	0	0	0
(2585, 813)	3	1	0	0	6	1	0	0	13	2	0	0	1	0	0	0	0
(813, 2593)	6	0	21	0	2	0	1	0	0	0	3	0	0	0	0	0	1
(2593, 813)	6	2	0	0	0	0	0	0	21	1	3	0	0	0	0	0	0
(813, 2594)	7	0	15	1	0	0	1	0	0	0	2	0	0	0	0	0	0
(2594, 813)	7	0	0	0	0	0	0	0	15	1	2	0	1	0	0	0	0
(813, 2619)	7	0	13	2	1	0	1	0	1	0	1	0	0	0	0	0	1
(2619, 813)	7	1	1	0	0	0	0	0	13	1	1	0	2	0	0	0	0
(813, 2625)	0	0	29	7	0	0	0	0	0	0	3	4	0	0	0	1	0
(2625, 813)	0	0	0	0	0	0	0	0	29	0	3	0	7	0	4	1	0
(813, 2651)	33	3	9	4	4	3	2	1	1	0	0	2	0	0	0	0	0
(2651, 813)	33	4	1	0	3	3	0	0	9	2	0	0	4	1	2	0	0
(813, 2653)	18	0	18	9	3	3	2	1	0	0	2	2	0	0	0	0	0
(2653, 813)	18	3	0	0	0	3	0	0	18	2	2	0	9	1	2	0	0
(813, 2654)	15	1	17	9	3	4	2	1	0	0	0	4	0	0	0	0	-1
(2654, 813)	15	3	0	0	1	4	0	0	17	2	0	0	9	1	4	0	0
(813, 2657)	10	0	15	0	1	0	3	0	0	0	1	0	0	0	0	0	0
(2657, 813)	10	1	0	0	0	0	0	0	15	3	1	0	0	0	0	0	0
(813, 2658)	14	6	3	1	4	6	0	0	1	0	0	0	0	0	0	0	0
(2658, 813)	14	4	1	0	6	6	0	0	3	0	0	0	1	0	0	0	0
(813, 2660)	13	3	16	0	2	2	2	0	0	0	1	0	0	0	0	0	0
(2660, 813)	13	2	0	0	3	2	0	0	16	2	1	0	0	0	0	0	0
(813, 2674)	21	1	8	2	1	1	1	0	1	0	3	0	0	0	0	0	1
(2674, 813)	21	1	1	0	1	1	0	0	8	1	3	0	2	0	0	0	0
(813, 2686)	15	2	7	0	1	3	2	0	1	0	1	0	0	0	0	0	0
(2686, 813)	15	1	1	0	2	3	0	0	7	2	1	0	0	0	0	0	0
(813, 2688)	55	1	0	0	3	6	0	0	2	0	0	0	0	0	0	0	0
(2688, 813)	55	3	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0
(813, 2693)	19	0	11	0	2	2	3	0	0	0	3	0	0	0	0	0	0
(2693, 813)	19	2	0	0	0	2	0	0	11	3	3	0	0	0	0	0	0
(813, 2696)	9	0	10	0	1	1	0	0	0	0	4	0	0	0	0	0	0
(2696, 813)	9	1	0	0	0	1	0	0	10	0	4	0	0	0	0	0	0
(813, 2697)	9	1	14	1	1	0	1	0	0	0	1	1	0	0	0	0	0
(2697, 813)	9	1	0	0	1	0	0	0	14	1	1	0	1	0	1	0	0
(813, 2700)	24	6	3	1	1	5	1	0	0	0	1	0	0	0	0	0	0
(2700, 813)	24	1	0	0	6	5	0	0	3	1	1	0	1	0	0	0	0
(813, 2707)	12	0	10	0	1	0	0	0	1	0	3	0	0	0	0	0	1
(2707, 813)	12	1	1	0	0	0	0	0	10	0	3	0	0	0	0	0	0
(813, 2713)	36	3	7	0	4	2	2	0	0	0	1	0	0	0	0	0	0
(2713, 813)	36	4	0	0	3	2	0	0	7	2	1	0	0	0	0	0	0
(813, 2727)	8	0	12	1	0	0	1	0	1	0	3	0	0	0	0	0	1
(2727, 813)	8	0	1	0	0	0	0	0	12	1	3	0	1	0	0	0	0
(813, 2747)	10	3	7	3	4	1	0	0	0	0	1	0	0	0	0	0	1
(2747, 813)	10	4	0	0	3	1	0	0	7	0	1	0	3	0	0	0	0
(813, 2790)	16	3	4	6	5	2	1	1	1	0	0	2	0	0	0	0	1
(2790, 813)	16	5	1	0	3	2	0	0	4	1	0	0	6	1	2	0	0
(813, 2842)	20	7	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0
(2842, 813)	20	3	1	0	7	3	0	0	0	0	0	0	0	0	0	0	0
(813, 2859)	19	1	4	5	0	1	2	1	0	0	1	0	0	0	0	0	1
(2859, 813)	19	0	0	0	1	1	0	0	4	2	1	0	5	1	0	0	0
(813, 2871)	33	10	14	0	1	3	1	0	1	0	3	0	0	0	0	0	1
(2871, 813)	33	1	1	0	10	3	0	0	14	1	3	0	0	0	0	0	0
(813, 2900)	7	0	6	12	1	0	0	4	0	0	0	4	0	0	0	0	0
(2900, 813)	7	1	0	0	0	0	0	0	6	0	0	0	12	4	4	0	0
(813, 2958)	8	0	14	0	1	0	1	0	0	0	2	0	0	0	0	0	1
(2958, 813)	8	1	0	0	0	0	0	0	14	1	2	0	0	0	0	0	0
(813, 2967)	45	2	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0
(2967, 813)	45	4	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0
(813, 2972)	21	1	6	3	3	1	1	0	1	0	1	1	0	0	0	0	0
(2972, 813)	21	3	1	0	1	1	0	0	6	1	1	0	3	0	1	0	0
(813, 3005)	4	1	19	0	1	0	2	0	1	0	3	0	0	0	0	0	1
(3005, 813)	4	1	1	0	1	0	0	0	19	2	3	0	0	0	0	0	0
(813, 3010)	19	0	4	0	7	0	2	0	0	0	1	0	0	0	0	0	0
(3010, 813)	19	7	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0
(813, 3024)	10	1	18	0	0	0	1	0	0	0	2	0	0	0	0	0	0
(3024, 813)	10	0	0	0	1	0	0	0	18	1	2	0	0	0	0	0	0
(813, 3026)	30	2	20	0	3	4	2	0	0	0	2	0	0	0	0	0	1
(3026, 813)	30	3	0	0	2	4	0	0	20	2	2	0	0	0	0	0	0
(813, 3028)	15	0	11	0	2	2	3	0	0	0	0	0	0	0	0	0	0
(3028, 813)	15	2	0	0	0	2	0	0	11	3	0	0	0	0	0	0	0
(813, 3032)	19	2	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0
(3032, 813)	19	4	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
(813, 3033)	13	2	16	0	0	2	1	0	0	0	2	0	0	0	0	0	1
(3033, 813)	13	0	0	0	2	2	0	0	16	1	2	0	0	0	0	0	0
(813, 3056)	12	0	1	8	1	2	0	1	0	0	0	2	0	0	0	0	0
(3056, 813)	12	1	0	0	0	2	0	0	1	0	0	0	8	1	2	0	0
(813, 3059)	10	0	14	0	0	0	0	0	0	0	3	0	0	0	0	0	1
(3059, 813)	10	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0
(813, 3084)	7	0	10	1	1	3	3	0	0	0	1	0	0	0	0	0	0
(3084, 813)	7	1	0	0	0	3	0	0	10	3	1	0	1	0	0	0	0
(813, 3089)	1	0	11	9	0	0	2	3	0	0	1	2	0	0	0	0	0
(3089, 813)	1	0	0	0	0	0	0	0	11	2	1	0	9	3	2	0	0
(813, 3117)	0	0	15	12	0	0	0	0	0	0	3	4	0	0	0	0	0
(3117, 813)	0	0	0	0	0	0	0	0	15	0	3	0	12	0	4	0	0
(813, 3192)	10	0	16	3	0	2	1	0	0	0	2	2	0	0	0	0	1
(3192, 813)	10	0	0	0	0	2	0	0	16	1	2	0	3	0	2	0	0
(813, 3258)	10	5	13	3	2	2	0	1	0	0	0	2	0	0	0	0	0
(3258, 813)	10	2	0	0	5	2	0	0	13	0	0	0	3	1	2	0	0
(813, 3276)	15	1	5	12	3	1	0	0	0	0	0	4	0	0	0	0	1
(3276, 813)	15	3	0	0	1	1	0	0	5	0	0	0	12	0	4	0	0
(813, 3291)	10	0	8	8	1	0	1	0	0	0	0	0	0	0	0	0	0
(3291, 813)	10	1	0	0	0	0	0	0	8	1	0	0	8	0	0	0	0
(813, 3352)	31	15	16	4	3	6	1	0	0	0	3	0	0	0	0	0	1
(3352, 813)	31	3	0	0	15	6	0	0	16	1	3	0	4	0	0	0	0
(813, 3394)	16	5	9	3	3	4	0	1	1	0	0	1	0	0	0	0	1
(3394, 813)	16	3	1	0	5	4	0	0	9	0	0	0	3	1	1	0	0
(813, 3404)	12	1	11	0	2	0	1	0	0	0	1	0	0	0	0	0	0
(3404, 813)	12	2	0	0	1	0	0	0	11	1	1	0	0	0	0	0	0
(813, 3439)	17	1	8	3	1	0	1	1	0	0	0	0	0	0	0	0	0
(3439, 813)	17	1	0	0	1	0	0	0	8	1	0	0	3	1	0	0	0
(813, 3454)	19	4	7	0	2	2	0	0	1	0	0	0	0	0	0	0	0
(3454, 813)	19	2	1	0	4	2	0	0	7	0	0	0	0	0	0	0	0
(813, 3456)	17	0	19	0	3	1	1	0	0	0	3	0	0	0	0	0	0
(3456, 813)	17	3	0	0	0	1	0	0	19	1	3	0	0	0	0	0	0
(813, 3480)	5	1	11	0	0	3	1	0	0	0	4	0	0	0	0	0	0
(3480, 813)	5	0	0	0	1	3	0	0	11	1	4	0	0	0	0	0	0
(813, 3537)	0	0	21	1	0	0	3	0	0	0	4	1	0	0	0	0	1
(3537, 813)	0	0	0	0	0	0	0	0	21	3	4	0	1	0	1	0	0
(813, 3562)	11	0	8	7	1	0	2	0	0	0	2	0	0	0	0	0	0
(3562, 813)	11	1	0	0	0	0	0	0	8	2	2	0	7	0	0	0	0
(813, 3614)	20	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
(3614, 813)	20	3	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
(813, 3615)	7	4	15	1	5	1	2	0	0	0	0	0	0	0	0	0	0
(3615, 813)	7	5	0	0	4	1	0	0	15	2	0	0	1	0	0	0	0
(813, 3787)	18	0	1	1	2	1	1	0	1	0	0	0	0	0	0	0	0
(3787, 813)	18	2	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0
