	(0, 0, 0, 0)	(0, 0, 0, 1)	(0, 0, 1, 0)	(0, 0, 1, 1)	(0, 1, 0, 0)	(0, 1, 0, 1)	(0, 1, 1, 0)	(0, 1, 1, 1)	(1, 0, 0, 0)	(1, 0, 0, 1)	(1, 0, 1, 0)	(1, 0, 1, 1)	(1, 1, 0, 0)	(1, 1, 0, 1)	(1, 1, 1, 0)	(1, 1, 1, 1)	edge_sign
(457, 5079)	77	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5079, 457)	77	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
(457, 5103)	22	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5103, 457)	22	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
(457, 5123)	15	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5123, 457)	15	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
(457, 5173)	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5173, 457)	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(457, 5176)	34	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5176, 457)	34	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
(457, 5177)	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5177, 457)	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(457, 5179)	70	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(5179, 457)	70	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
(457, 5185)	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5185, 457)	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(457, 5188)	77	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5188, 457)	77	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
(457, 5189)	71	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5189, 457)	71	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
(457, 5254)	8	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5254, 457)	8	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
(457, 5301)	20	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5301, 457)	20	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
(457, 5412)	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5412, 457)	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
(457, 5423)	19	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5423, 457)	19	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
(457, 5524)	104	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(5524, 457)	104	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
(457, 5531)	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5531, 457)	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(457, 5543)	51	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(5543, 457)	51	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
(457, 5582)	40	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5582, 457)	40	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
(457, 5697)	77	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(5697, 457)	77	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
(457, 5714)	20	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5714, 457)	20	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
(457, 5739)	14	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(5739, 457)	14	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
(457, 5773)	20	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5773, 457)	20	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
(457, 5796)	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5796, 457)	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(457, 5800)	38	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(5800, 457)	38	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
(457, 5802)	68	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5802, 457)	68	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
(457, 5806)	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5806, 457)	12	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
(457, 5811)	21	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5811, 457)	21	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
(457, 5814)	33	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5814, 457)	33	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
(457, 5818)	15	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(5818, 457)	15	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
(457, 5822)	25	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(5822, 457)	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
(457, 5839)	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5839, 457)	14	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
(457, 5857)	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5857, 457)	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(457, 5871)	21	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(5871, 457)	21	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
(457, 5998)	27	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(5998, 457)	27	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
(457, 6006)	23	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(6006, 457)	23	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
(457, 6032)	20	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6032, 457)	20	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
(457, 6043)	16	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6043, 457)	16	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
(457, 6123)	12	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6123, 457)	12	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
(457, 6270)	25	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(6270, 457)	25	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(457, 6272)	22	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(6272, 457)	22	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
(457, 6299)	17	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(6299, 457)	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
(457, 6305)	45	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(6305, 457)	45	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
(457, 6323)	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(6323, 457)	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
(457, 6327)	31	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(6327, 457)	31	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
(457, 6359)	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6359, 457)	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(457, 6596)	29	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6596, 457)	29	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
(457, 6615)	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6615, 457)	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(457, 6618)	29	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6618, 457)	29	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
(457, 6619)	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6619, 457)	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(457, 6624)	23	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6624, 457)	23	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
(457, 6714)	23	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6714, 457)	23	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
(457, 6784)	8	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(6784, 457)	8	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
(457, 6907)	34	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(6907, 457)	34	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
(457, 6914)	14	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(6914, 457)	14	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
(457, 7047)	29	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(7047, 457)	29	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
(457, 7052)	28	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(7052, 457)	28	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(457, 7086)	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(7086, 457)	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(457, 7092)	25	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(7092, 457)	25	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
(465, 825)	1	0	2	0	0	0	0	0	8	0	17	0	0	0	0	0	0
(825, 465)	1	0	8	0	0	0	0	0	2	0	17	0	0	0	0	0	1
(465, 1166)	2	0	1	0	0	0	0	0	7	0	21	0	0	0	0	0	0
(1166, 465)	2	0	7	0	0	0	0	0	1	0	21	0	0	0	0	0	0
(465, 1549)	3	0	1	0	0	0	0	0	14	0	16	0	0	0	0	0	0
(1549, 465)	3	0	14	0	0	0	0	0	1	0	16	0	0	0	0	0	1
(465, 2237)	1	0	0	0	0	0	0	0	15	0	11	0	0	0	0	0	0
(2237, 465)	1	0	15	0	0	0	0	0	0	0	11	0	0	0	0	0	0
(465, 2328)	0	0	2	0	0	0	0	0	10	0	16	0	0	0	0	0	0
(2328, 465)	0	0	10	0	0	0	0	0	2	0	16	0	0	0	0	0	0
(465, 2485)	1	0	0	0	0	0	0	0	10	0	14	0	0	0	0	0	0
(2485, 465)	1	0	10	0	0	0	0	0	0	0	14	0	0	0	0	0	1
(465, 2565)	4	0	0	0	0	0	0	0	13	0	8	0	0	0	0	0	0
(2565, 465)	4	0	13	0	0	0	0	0	0	0	8	0	0	0	0	0	1
(465, 2657)	2	0	1	0	0	0	0	0	7	0	19	0	0	0	0	0	0
(2657, 465)	2	0	7	0	0	0	0	0	1	0	19	0	0	0	0	0	0
(465, 2871)	1	0	1	0	0	0	0	0	9	0	15	0	0	0	0	0	0
(2871, 465)	1	0	9	0	0	0	0	0	1	0	15	0	0	0	0	0	1
(465, 3024)	2	0	2	0	0	0	0	0	3	0	21	0	0	0	0	0	0
(3024, 465)	2	0	3	0	0	0	0	0	2	0	21	0	0	0	0	0	0
(465, 3026)	2	0	0	0	0	0	0	0	10	0	17	0	0	0	0	0	0
(3026, 465)	2	0	10	0	0	0	0	0	0	0	17	0	0	0	0	0	0
(465, 3028)	0	0	0	0	0	0	0	0	7	0	20	0	0	0	0	0	0
(3028, 465)	0	0	7	0	0	0	0	0	0	0	20	0	0	0	0	0	1
(465, 3084)	1	0	0	0	0	0	0	0	3	0	21	0	0	0	0	0	0
(3084, 465)	1	0	3	0	0	0	0	0	0	0	21	0	0	0	0	0	1
(465, 3352)	1	0	1	0	0	0	0	0	9	0	21	0	0	0	0	0	0
(3352, 465)	1	0	9	0	0	0	0	0	1	0	21	0	0	0	0	0	1
(546, 766)	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(766, 546)	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(546, 993)	24	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(993, 546)	24	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
(546, 1151)	31	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(1151, 546)	31	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
(546, 1166)	23	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1166, 546)	23	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
(546, 1319)	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1319, 546)	26	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
(546, 1496)	22	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1496, 546)	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
(546, 1549)	37	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1549, 546)	37	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
(546, 1608)	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1608, 546)	26	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
(546, 2328)	16	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2328, 546)	16	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
(556, 600)	30	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(600, 556)	30	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
(556, 1549)	22	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1549, 556)	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
(579, 993)	0	0	1	0	0	0	0	0	11	0	24	0	0	0	0	0	0
(993, 579)	0	0	11	0	0	0	0	0	1	0	24	0	0	0	0	0	0
(579, 1279)	0	0	0	0	0	0	0	0	9	0	17	0	0	0	0	0	0
(1279, 579)	0	0	9	0	0	0	0	0	0	0	17	0	0	0	0	0	1
(579, 1496)	1	0	0	0	0	0	0	0	9	0	18	0	0	0	0	0	0
(1496, 579)	1	0	9	0	0	0	0	0	0	0	18	0	0	0	0	0	1
(600, 650)	21	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0
(650, 600)	21	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0
(600, 663)	20	0	3	0	0	0	0	0	5	0	4	0	0	0	0	0	0
(663, 600)	20	0	5	0	0	0	0	0	3	0	4	0	0	0	0	0	1
(600, 697)	12	0	4	0	0	0	0	0	4	0	6	0	0	0	0	0	0
(697, 600)	12	0	4	0	0	0	0	0	4	0	6	0	0	0	0	0	1
(600, 707)	19	0	2	0	0	0	0	0	3	0	6	0	0	0	0	0	0
(707, 600)	19	0	3	0	0	0	0	0	2	0	6	0	0	0	0	0	0
(600, 722)	14	0	4	0	0	0	0	0	3	0	4	0	0	0	0	0	1
(722, 600)	14	0	3	0	0	0	0	0	4	0	4	0	0	0	0	0	0
(600, 730)	10	0	3	0	0	0	0	0	2	0	14	0	0	0	0	0	1
(730, 600)	10	0	2	0	0	0	0	0	3	0	14	0	0	0	0	0	1
(600, 766)	29	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
(766, 600)	29	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(600, 769)	20	0	3	0	0	0	0	0	1	0	6	0	0	0	0	0	1
(769, 600)	20	0	1	0	0	0	0	0	3	0	6	0	0	0	0	0	0
(600, 789)	18	0	6	0	0	0	0	0	3	0	10	0	0	0	0	0	0
(789, 600)	18	0	3	0	0	0	0	0	6	0	10	0	0	0	0	0	0
(600, 993)	18	0	9	0	0	0	0	0	2	0	12	0	0	0	0	0	0
(993, 600)	18	0	2	0	0	0	0	0	9	0	12	0	0	0	0	0	0
(600, 1151)	31	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
(1151, 600)	31	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
(600, 1166)	16	0	6	0	0	0	0	0	1	0	5	0	0	0	0	0	0
(1166, 600)	16	0	1	0	0	0	0	0	6	0	5	0	0	0	0	0	0
(600, 1167)	12	0	3	0	0	0	0	0	1	0	9	0	0	0	0	0	0
(1167, 600)	12	0	1	0	0	0	0	0	3	0	9	0	0	0	0	0	0
(600, 1297)	9	0	14	0	0	0	0	0	2	0	6	0	0	0	0	0	1
(1297, 600)	9	0	2	0	0	0	0	0	14	0	6	0	0	0	0	0	0
(600, 1496)	18	0	3	0	0	0	0	0	1	0	4	0	0	0	0	0	0
(1496, 600)	18	0	1	0	0	0	0	0	3	0	4	0	0	0	0	0	0
(600, 1549)	35	0	5	0	0	0	0	0	2	0	2	0	0	0	0	0	0
(1549, 600)	35	0	2	0	0	0	0	0	5	0	2	0	0	0	0	0	0
(600, 1608)	30	0	5	0	0	0	0	0	2	0	1	0	0	0	0	0	0
(1608, 600)	30	0	2	0	0	0	0	0	5	0	1	0	0	0	0	0	0
(600, 1808)	16	0	4	0	0	0	0	0	1	0	7	0	0	0	0	0	0
(1808, 600)	16	0	1	0	0	0	0	0	4	0	7	0	0	0	0	0	0
(600, 2328)	15	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	1
(2328, 600)	15	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0
(600, 2565)	26	0	6	0	0	0	0	0	1	0	2	0	0	0	0	0	0
(2565, 600)	26	0	1	0	0	0	0	0	6	0	2	0	0	0	0	0	0
(608, 3456)	1	0	0	0	0	0	0	0	5	0	20	0	0	0	0	0	0
(3456, 608)	1	0	5	0	0	0	0	0	0	0	20	0	0	0	0	0	0
(633, 1166)	3	0	4	0	0	0	0	0	4	0	14	0	0	0	0	0	0
(1166, 633)	3	0	4	0	0	0	0	0	4	0	14	0	0	0	0	0	1
(633, 2225)	1	0	3	0	0	0	0	0	1	0	21	0	0	0	0	0	0
(2225, 633)	1	0	1	0	0	0	0	0	3	0	21	0	0	0	0	0	0
(634, 766)	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(766, 634)	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(634, 1151)	23	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1151, 634)	23	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
(663, 697)	13	0	7	0	0	0	0	0	7	0	10	0	0	0	0	0	1
(697, 663)	13	0	7	0	0	0	0	0	7	0	10	0	0	0	0	0	1
(663, 704)	11	0	4	0	0	0	0	0	4	0	6	0	0	0	0	0	1
(704, 663)	11	0	4	0	0	0	0	0	4	0	6	0	0	0	0	0	0
(663, 707)	13	0	2	0	0	0	0	0	7	0	6	0	0	0	0	0	1
(707, 663)	13	0	7	0	0	0	0	0	2	0	6	0	0	0	0	0	1
(663, 710)	13	0	5	0	0	0	0	0	6	0	9	0	0	0	0	0	1
(710, 663)	13	0	6	0	0	0	0	0	5	0	9	0	0	0	0	0	0
(663, 722)	13	0	5	0	0	0	0	0	5	0	8	0	0	0	0	0	0
(722, 663)	13	0	5	0	0	0	0	0	5	0	8	0	0	0	0	0	0
(663, 762)	10	0	11	0	0	0	0	0	3	0	7	0	0	0	0	0	1
(762, 663)	10	0	3	0	0	0	0	0	11	0	7	0	0	0	0	0	0
(663, 766)	30	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
(766, 663)	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(663, 769)	12	0	7	0	0	0	0	0	3	0	4	0	0	0	0	0	1
(769, 663)	12	0	3	0	0	0	0	0	7	0	4	0	0	0	0	0	0
(663, 784)	17	0	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0
(784, 663)	17	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	1
(663, 789)	19	0	6	0	0	0	0	0	2	0	8	0	0	0	0	0	1
(789, 663)	19	0	2	0	0	0	0	0	6	0	8	0	0	0	0	0	1
(663, 805)	12	0	6	0	0	0	0	0	5	0	6	0	0	0	0	0	0
(805, 663)	12	0	5	0	0	0	0	0	6	0	6	0	0	0	0	0	0
(663, 857)	0	0	12	0	0	0	0	0	0	0	15	0	0	0	0	0	0
(857, 663)	0	0	0	0	0	0	0	0	12	0	15	0	0	0	0	0	0
(663, 971)	14	0	4	0	0	0	0	0	3	0	5	0	0	0	0	0	1
(971, 663)	14	0	3	0	0	0	0	0	4	0	5	0	0	0	0	0	1
(663, 993)	17	0	10	0	0	0	0	0	5	0	10	0	0	0	0	0	1
(993, 663)	17	0	5	0	0	0	0	0	10	0	10	0	0	0	0	0	1
(663, 1006)	10	0	5	0	0	0	0	0	6	0	4	0	0	0	0	0	0
(1006, 663)	10	0	6	0	0	0	0	0	5	0	4	0	0	0	0	0	0
(663, 1166)	18	0	6	0	0	0	0	0	2	0	6	0	0	0	0	0	1
(1166, 663)	18	0	2	0	0	0	0	0	6	0	6	0	0	0	0	0	0
(663, 1549)	15	0	9	0	0	0	0	0	2	0	6	0	0	0	0	0	0
(1549, 663)	15	0	2	0	0	0	0	0	9	0	6	0	0	0	0	0	0
(663, 3352)	14	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0
(3352, 663)	14	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0
(663, 3456)	11	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0
(3456, 663)	11	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0
(686, 707)	18	0	4	0	0	0	0	0	3	0	3	0	0	0	0	0	0
(707, 686)	18	0	3	0	0	0	0	0	4	0	3	0	0	0	0	0	0
(695, 1151)	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(1151, 695)	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
(697, 704)	9	0	5	0	0	0	0	0	4	0	11	0	0	0	0	0	1
(704, 697)	9	0	4	0	0	0	0	0	5	0	11	0	0	0	0	0	0
(697, 707)	9	0	2	0	0	0	0	0	7	0	9	0	0	0	0	0	0
(707, 697)	9	0	7	0	0	0	0	0	2	0	9	0	0	0	0	0	1
(697, 762)	7	0	7	0	0	0	0	0	1	0	11	0	0	0	0	0	0
(762, 697)	7	0	1	0	0	0	0	0	7	0	11	0	0	0	0	0	1
(697, 769)	8	0	6	0	0	0	0	0	4	0	9	0	0	0	0	0	0
(769, 697)	8	0	4	0	0	0	0	0	6	0	9	0	0	0	0	0	0
(697, 789)	14	0	6	0	0	0	0	0	5	0	8	0	0	0	0	0	1
(789, 697)	14	0	5	0	0	0	0	0	6	0	8	0	0	0	0	0	0
(697, 971)	8	0	5	0	0	0	0	0	6	0	6	0	0	0	0	0	0
(971, 697)	8	0	6	0	0	0	0	0	5	0	6	0	0	0	0	0	0
(697, 993)	8	0	6	0	0	0	0	0	6	0	10	0	0	0	0	0	1
(993, 697)	8	0	6	0	0	0	0	0	6	0	10	0	0	0	0	0	1
(697, 1297)	4	0	10	0	0	0	0	0	2	0	10	0	0	0	0	0	0
(1297, 697)	4	0	2	0	0	0	0	0	10	0	10	0	0	0	0	0	0
(697, 1549)	13	0	4	0	0	0	0	0	4	0	6	0	0	0	0	0	0
(1549, 697)	13	0	4	0	0	0	0	0	4	0	6	0	0	0	0	0	0
(704, 769)	13	0	2	0	0	0	0	0	4	0	7	0	0	0	0	0	0
(769, 704)	13	0	4	0	0	0	0	0	2	0	7	0	0	0	0	0	0
(704, 789)	16	0	4	0	0	0	0	0	7	0	17	0	0	0	0	0	1
(789, 704)	16	0	7	0	0	0	0	0	4	0	17	0	0	0	0	0	1
(704, 946)	11	0	4	0	0	0	0	0	4	0	6	0	0	0	0	0	0
(946, 704)	11	0	4	0	0	0	0	0	4	0	6	0	0	0	0	0	1
(704, 993)	22	0	6	0	0	0	0	0	9	0	11	0	0	0	0	0	1
(993, 704)	22	0	9	0	0	0	0	0	6	0	11	0	0	0	0	0	0
(704, 1167)	6	0	5	0	0	0	0	0	4	0	11	0	0	0	0	0	0
(1167, 704)	6	0	4	0	0	0	0	0	5	0	11	0	0	0	0	0	0
(704, 1496)	16	0	3	0	0	0	0	0	2	0	5	0	0	0	0	0	0
(1496, 704)	16	0	2	0	0	0	0	0	3	0	5	0	0	0	0	0	0
(704, 1549)	23	0	4	0	0	0	0	0	2	0	7	0	0	0	0	0	0
(1549, 704)	23	0	2	0	0	0	0	0	4	0	7	0	0	0	0	0	0
(707, 710)	23	0	6	0	0	0	0	0	1	0	8	0	0	0	0	0	1
(710, 707)	23	0	1	0	0	0	0	0	6	0	8	0	0	0	0	0	1
(707, 722)	8	0	10	0	0	0	0	0	1	0	7	0	0	0	0	0	0
(722, 707)	8	0	1	0	0	0	0	0	10	0	7	0	0	0	0	0	0
(707, 769)	17	0	5	0	0	0	0	0	1	0	5	0	0	0	0	0	1
(769, 707)	17	0	1	0	0	0	0	0	5	0	5	0	0	0	0	0	1
(707, 789)	17	0	10	0	0	0	0	0	4	0	6	0	0	0	0	0	0
(789, 707)	17	0	4	0	0	0	0	0	10	0	6	0	0	0	0	0	0
(707, 805)	21	0	3	0	0	0	0	0	3	0	4	0	0	0	0	0	0
(805, 707)	21	0	3	0	0	0	0	0	3	0	4	0	0	0	0	0	0
(707, 922)	24	0	4	0	0	0	0	0	3	0	5	0	0	0	0	0	0
(922, 707)	24	0	3	0	0	0	0	0	4	0	5	0	0	0	0	0	0
(707, 941)	19	0	9	0	0	0	0	0	1	0	7	0	0	0	0	0	1
(941, 707)	19	0	1	0	0	0	0	0	9	0	7	0	0	0	0	0	0
(707, 971)	17	0	5	0	0	0	0	0	2	0	3	0	0	0	0	0	1
(971, 707)	17	0	2	0	0	0	0	0	5	0	3	0	0	0	0	0	0
(707, 993)	27	0	16	0	0	0	0	0	3	0	9	0	0	0	0	0	0
(993, 707)	27	0	3	0	0	0	0	0	16	0	9	0	0	0	0	0	0
(707, 1006)	20	0	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0
(1006, 707)	20	0	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0
(707, 1055)	21	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	1
(1055, 707)	21	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0
(707, 1167)	15	0	8	0	0	0	0	0	1	0	8	0	0	0	0	0	0
(1167, 707)	15	0	1	0	0	0	0	0	8	0	8	0	0	0	0	0	0
(707, 1279)	23	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0
(1279, 707)	23	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0
(707, 1297)	8	0	12	0	0	0	0	0	1	0	6	0	0	0	0	0	1
(1297, 707)	8	0	1	0	0	0	0	0	12	0	6	0	0	0	0	0	0
(707, 1492)	17	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	0
(1492, 707)	17	0	0	0	0	0	0	0	11	0	5	0	0	0	0	0	0
(707, 1496)	12	0	12	0	0	0	0	0	1	0	4	0	0	0	0	0	1
(1496, 707)	12	0	1	0	0	0	0	0	12	0	4	0	0	0	0	0	0
(710, 762)	7	0	11	0	0	0	0	0	1	0	10	0	0	0	0	0	0
(762, 710)	7	0	1	0	0	0	0	0	11	0	10	0	0	0	0	0	0
