,"(0, 0, 0, 0)","(0, 0, 0, 1)","(0, 0, 1, 0)","(0, 0, 1, 1)","(0, 1, 0, 0)","(0, 1, 0, 1)","(0, 1, 1, 0)","(0, 1, 1, 1)","(1, 0, 0, 0)","(1, 0, 0, 1)","(1, 0, 1, 0)","(1, 0, 1, 1)","(1, 1, 0, 0)","(1, 1, 0, 1)","(1, 1, 1, 0)","(1, 1, 1, 1)"
"('8283', '659')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('659', '8283')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8283', '308')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('308', '8283')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8283', '864')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('864', '8283')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('152', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '182')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('182', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '581')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('581', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '371')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('371', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '584')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('584', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '586')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('586', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '590')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('590', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '39')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('39', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '604')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('604', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '611')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('611', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '108')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('108', '25')",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"('25', '108')",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"('108', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('6', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '8')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '33')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('33', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '50')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('50', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '127')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('127', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '23')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('23', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '154')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('154', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '252')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('252', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '257')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('257', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '261')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('261', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '273')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('273', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '19')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('19', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '299')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('299', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '302')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('302', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '322')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('322', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '80')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('80', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '94')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('94', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '356')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('356', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '358')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('358', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '339')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('339', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '363')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('363', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '370')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('370', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('373', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('377', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('379', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('415', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('226', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '422')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('422', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '428')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('428', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '8282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8282', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '192')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('192', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '8284')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8284', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '514')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('514', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '75')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('75', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '55')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('55', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '560')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('560', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('282', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '592')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('592', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '280')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('280', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '224')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('224', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '645')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('645', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '650')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('650', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '255')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('255', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '664')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('664', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '667')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('667', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '675')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('675', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '310')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('310', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '306')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('306', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '325')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('325', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '739')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('739', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '246')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('246', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '756')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('756', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '706')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('706', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '600')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('600', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '549')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('549', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '407')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('407', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '723')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('723', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '673')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('673', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '659')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('659', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '308')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('308', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('108', '864')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('864', '108')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('152', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '182')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('182', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '581')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('581', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '371')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('371', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '584')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('584', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '586')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('586', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '590')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('590', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '39')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('39', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '604')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('604', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '611')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('611', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '271')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('271', '567')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('567', '25')",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"('25', '567')",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"('567', '6')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('6', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '8')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '33')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('33', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '50')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('50', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '127')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('127', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '23')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('23', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '154')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('154', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '252')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('252', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '257')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('257', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '261')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('261', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '273')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('273', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '19')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('19', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '299')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('299', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '302')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('302', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '322')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('322', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '80')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('80', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '94')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('94', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '356')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('356', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '358')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('358', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '339')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('339', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '363')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('363', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '370')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('370', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '373')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('373', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '377')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('377', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '379')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('379', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '415')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('415', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '226')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('226', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '422')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('422', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '428')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('428', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '8282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8282', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '192')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('192', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '8284')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('8284', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '514')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('514', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '75')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('75', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '55')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('55', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '560')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('560', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '282')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('282', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '592')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('592', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '280')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('280', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '224')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('224', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '645')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('645', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '650')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('650', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '255')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('255', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '664')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('664', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '667')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('667', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '675')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('675', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '310')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('310', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '306')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('306', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '325')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('325', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '739')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('739', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '246')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('246', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '756')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('756', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '706')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('706', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '600')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('600', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '549')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('549', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '407')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('407', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '723')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('723', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '673')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('673', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '659')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('659', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '308')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('308', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('567', '864')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('864', '567')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('152', '182')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('182', '152')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('152', '581')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('581', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('152', '371')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('371', '152')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('152', '584')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('584', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('152', '586')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('586', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('152', '590')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('590', '152')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('152', '39')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('39', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('152', '604')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('604', '152')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('152', '611')",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"('611', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"('152', '271')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('271', '152')",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"('152', '25')",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"('25', '152')",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"('152', '6')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('6', '152')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('152', '8')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('8', '152')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('152', '33')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('33', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('152', '50')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('50', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('152', '127')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('127', '152')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('152', '23')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('23', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('152', '154')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('154', '152')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('152', '252')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('252', '152')",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"('152', '257')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('257', '152')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('152', '261')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('261', '152')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"('152', '273')",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"('273', '152')",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
